Satellite,Date,Location,NDVI,SMI
Sentinel-2,01/05/24,Ramanathapuram,62.04261613,122.7080932
Sentinel-2,01/01/23,Palakkad,34.20009947,53.15010309
Sentinel-2,01/03/24,Chitradurga,16.36713696,10.18491149
Sentinel-2,01/02/19,Sivaganga,29.8283093,42.22875452
Landsat,01/01/23,Kurnool,101.4502063,210.466506
AMSR-E,01/08/24,Mahbubnagar,156.5477741,246.6593075
SMAP,01/02/21,Dharmapuri,8.561873436,0.334105492
SMAP,01/10/20,Kadapa,87.53351903,185.1983471
MODIS,01/03/24,Sivaganga,23.82581162,27.19824862
AMSR-E,01/05/22,Idukki,55.05877161,104.7332678
SMAP,01/12/21,Ramanathapuram,18.01704097,12.48359799
SMAP,01/07/22,Kurnool,24.81102562,30.36263442
Landsat,01/01/21,Koppal,133.8412042,254.9960661
AMSR-E,01/12/22,Vijayapura,57.72567248,111.9747851
MODIS,01/01/23,Koppal,25.64911222,31.56380463
Landsat,01/03/20,Sivaganga,131.0467708,254.9943712
AMSR-E,01/01/21,Anantapur,11.71294069,1.8035748
Sentinel-2,01/10/21,Anantapur,50.11977053,92.96024585
MODIS,01/05/19,Dharmapuri,40.7845633,69.56656504
Sentinel-2,01/12/21,Palakkad,134.8962946,243.0574484
AMSR-E,01/08/23,Palakkad,37.67001009,61.79388332
MODIS,01/01/19,Anantapur,91.47629189,190.2872243
Sentinel-2,01/12/21,Ramanathapuram,18.01704097,12.48359799
Sentinel-2,01/02/21,Chitradurga,54.9120214,105.1031127
SMAP,01/01/20,Idukki,16.24143529,9.598294973
AMSR-E,01/09/21,Mahbubnagar,64.3439579,128.3635478
Sentinel-2,01/01/23,Kadapa,68.69736218,139.0819817
MODIS,01/08/23,Ramanathapuram,18.00879049,38.77059984
SMAP,01/07/24,Koppal,60.3021462,117.8166351
SMAP,01/06/19,Idukki,17.27688456,17.33532476
SMAP,01/05/24,Ramanathapuram,62.04261613,122.7080932
AMSR-E,01/11/24,Anantapur,15.63372159,9.442385674
AMSR-E,01/05/22,Palakkad,57.34999609,111.0534172
Landsat,01/05/22,Dharmapuri,89.09511471,185.1059325
AMSR-E,01/08/20,Dharmapuri,12.98310518,3.720236301
Sentinel-2,01/05/23,Raichur,60.9392066,119.1347172
AMSR-E,01/06/21,Dharmapuri,12.57214403,2.861569166
AMSR-E,01/04/19,Palakkad,20.6130867,19.3038249
MODIS,01/02/21,Raichur,99.75217485,205.8088276
AMSR-E,01/09/19,Ramanathapuram,17.46008444,17.02689981
Sentinel-2,01/02/23,Vijayapura,108.759397,211.8018231
AMSR-E,01/09/24,Vijayapura,25.62685418,31.7440784
Sentinel-2,01/05/20,Idukki,36.10154438,58.00687861
SMAP,01/05/23,Kadapa,22.47284603,23.88808489
Sentinel-2,01/12/22,Raichur,132.055614,254.99259
MODIS,01/12/24,Idukki,5.88757062,0.391181946
Landsat,01/01/23,Anantapur,8.136702538,0.329658747
SMAP,01/09/23,Koppal,48.59092879,89.17242432
AMSR-E,01/03/22,Sivaganga,130.8836448,254.9936206
Sentinel-2,01/12/22,Sivaganga,67.63032389,136.6622431
MODIS,01/01/24,Vijayapura,138.7950454,234.4313996
MODIS,01/07/20,Ramanathapuram,23.2044096,39.6303277
Sentinel-2,01/03/24,Koppal,117.5218194,220.5142224
Sentinel-2,01/02/19,Idukki,44.97972465,88.80123329
MODIS,01/12/22,Palakkad,67.19299102,135.5458815
AMSR-E,01/10/21,Idukki,55.54644394,105.3338151
SMAP,01/09/19,Dharmapuri,23.03625011,25.25425744
Sentinel-2,01/03/24,Mahbubnagar,93.54305553,190.7944086
SMAP,01/02/23,Anantapur,8.679071426,0.454025984
Landsat,01/01/20,Ramanathapuram,130.4912474,254.9958384
AMSR-E,01/01/20,Kurnool,67.83900213,137.2330287
MODIS,01/03/24,Kadapa,14.06810689,4.509957075
SMAP,01/10/23,Kurnool,131.2210219,254.997704
MODIS,01/11/22,Anantapur,14.11267138,6.026083231
Landsat,01/11/19,Kurnool,53.0696876,100.0953224
Sentinel-2,01/08/23,Raichur,45.65301394,81.50600767
Landsat,01/11/21,Vijayapura,16.74229002,11.07646632
MODIS,01/01/24,Kurnool,20.62966609,20.82065415
AMSR-E,01/09/21,Chitradurga,67.61306667,136.7045133
MODIS,01/09/20,Idukki,52.8439188,99.74459815
Landsat,01/09/22,Idukki,40.57197189,69.18576097
MODIS,01/01/20,Palakkad,101.6370525,206.7253225
Sentinel-2,01/02/21,Mahbubnagar,54.34376907,103.8167629
MODIS,01/04/24,Palakkad,18.3391881,15.88687992
Landsat,01/11/19,Ramanathapuram,20.17217922,18.25426626
AMSR-E,01/01/21,Kadapa,31.75205731,47.15483093
AMSR-E,01/05/21,Ramanathapuram,12.8973043,7.887111187
Sentinel-2,01/12/22,Chitradurga,68.38715076,138.0722015
AMSR-E,01/02/24,Chitradurga,16.76771188,11.44156313
SMAP,01/08/20,Raichur,11.50580335,2.638569593
Sentinel-2,01/09/24,Mahbubnagar,68.38321233,137.802135
Sentinel-2,01/10/20,Kurnool,46.94744539,85.08286452
Landsat,01/01/19,Koppal,12.21003795,16.42363358
SMAP,01/01/23,Ramanathapuram,9.663734198,2.182288408
Landsat,01/08/24,Dharmapuri,140.7002983,253.1052129
AMSR-E,01/02/23,Idukki,102.1370068,223.0102558
SMAP,01/11/24,Kurnool,37.81949592,62.04519153
Landsat,01/07/21,Vijayapura,23.3507688,26.00652027
Sentinel-2,01/01/24,Vijayapura,138.7950454,234.4313996
Landsat,01/06/24,Chitradurga,69.27594948,140.8622489
MODIS,01/06/22,Koppal,18.99476051,34.11341906
Landsat,01/06/20,Koppal,18.17247534,31.45109844
Sentinel-2,01/09/24,Raichur,39.9793849,67.52049708
MODIS,01/07/23,Sivaganga,46.56665516,83.79866934
MODIS,01/02/23,Vijayapura,108.759397,211.8018231
MODIS,01/04/22,Chitradurga,98.01213861,203.6914222
AMSR-E,01/03/22,Raichur,94.28000021,197.0203166
AMSR-E,01/12/24,Ramanathapuram,137.9011688,249.0789065
SMAP,01/12/21,Raichur,3.08265543,6.171881676
Landsat,01/11/24,Kadapa,35.84905267,57.51078534
SMAP,01/06/21,Idukki,16.06893635,8.636265278
AMSR-E,01/03/21,Chitradurga,130.7439158,254.9788702
Sentinel-2,01/01/23,Ramanathapuram,9.663734198,2.182288408
MODIS,01/06/23,Palakkad,27.39414525,36.40559006
Sentinel-2,01/08/21,Mahbubnagar,130.029129,242.8879328
Sentinel-2,01/06/22,Kadapa,82.45916581,172.0019796
AMSR-E,01/04/19,Raichur,86.62464976,182.0787466
Landsat,01/07/21,Chitradurga,12.99974084,4.567025661
Sentinel-2,01/04/23,Anantapur,25.50519657,31.71338463
SMAP,01/06/23,Mahbubnagar,45.17607975,80.77694964
AMSR-E,01/10/21,Dharmapuri,54.93811584,104.2588828
Landsat,01/09/22,Anantapur,39.81896687,66.95838141
AMSR-E,01/11/24,Koppal,23.78914499,46.57474041
AMSR-E,01/10/19,Idukki,128.3507226,254.996201
AMSR-E,01/11/23,Palakkad,50.94422054,95.095752
Sentinel-2,01/05/19,Dharmapuri,40.7845633,69.56656504
Landsat,01/05/24,Anantapur,19.32238245,17.13531518
Sentinel-2,01/02/21,Idukki,37.8211627,74.54445457
SMAP,01/02/22,Kadapa,79.00554562,165.2357898
Sentinel-2,01/04/24,Raichur,0.303985119,0.439884663
Landsat,01/06/24,Mahbubnagar,25.70079446,33.38714695
Landsat,01/03/21,Raichur,28.55590868,39.11271
MODIS,01/05/20,Anantapur,79.54541302,165.3403583
Sentinel-2,01/06/20,Palakkad,49.70097041,92.01550126
Sentinel-2,01/09/24,Chitradurga,91.44676971,193.0639272
SMAP,01/06/24,Anantapur,24.60364819,29.36244082
SMAP,01/05/20,Raichur,62.387887,123.1661232
Landsat,01/12/22,Ramanathapuram,26.81740069,34.51991415
AMSR-E,01/02/24,Mahbubnagar,93.51174283,189.4079347
Sentinel-2,01/03/24,Palakkad,72.28708196,146.8569443
Sentinel-2,01/12/22,Mahbubnagar,33.96554255,52.54336596
MODIS,01/10/19,Kurnool,52.60166311,99.15659094
Landsat,01/09/20,Vijayapura,160.1831942,254.0902994
AMSR-E,01/09/19,Raichur,46.69078469,84.57127237
AMSR-E,01/04/22,Vijayapura,105.7508979,214.7690437
SMAP,01/04/19,Sivaganga,12.06472254,3.23026228
AMSR-E,01/02/21,Palakkad,101.8234282,207.0945935
SMAP,01/06/23,Chitradurga,33.72411609,52.02759743
AMSR-E,01/01/19,Kadapa,60.68408394,119.3679733
Landsat,01/07/21,Mahbubnagar,48.7118423,89.15389156
AMSR-E,01/09/20,Anantapur,11.91640329,3.517219305
Sentinel-2,01/06/20,Sivaganga,31.0732069,45.33967447
Landsat,01/07/19,Sivaganga,79.5762527,166.3044808
Sentinel-2,01/08/21,Chitradurga,55.87340474,107.2205682
Sentinel-2,01/07/21,Kurnool,58.95298791,114.786108
AMSR-E,01/03/21,Mahbubnagar,88.45835209,182.1934361
MODIS,01/04/22,Mahbubnagar,96.5343411,199.3800833
SMAP,01/08/21,Sivaganga,59.06519532,115.3465509
AMSR-E,01/06/20,Kadapa,21.55805182,21.62323165
MODIS,01/05/20,Mahbubnagar,21.57602644,23.3671279
SMAP,01/04/23,Vijayapura,61.05670476,124.7575848
AMSR-E,01/02/23,Mahbubnagar,9.050707579,0.831854343
Sentinel-2,01/09/23,Chitradurga,69.2937789,140.9248397
SMAP,01/03/21,Koppal,58.65495348,114.0863299
SMAP,01/10/23,Anantapur,99.31497383,215.9864621
Sentinel-2,01/11/22,Raichur,13.73540068,6.004303455
MODIS,01/02/24,Palakkad,82.54434061,172.2231739
Landsat,01/06/23,Mahbubnagar,45.17607975,80.77694964
Sentinel-2,01/10/22,Vijayapura,78.75386977,164.1547065
MODIS,01/01/21,Raichur,0.796085119,0.058611155
Landsat,01/12/20,Kadapa,178.0139771,252.9564877
AMSR-E,01/11/22,Sivaganga,61.32060266,120.8859088
MODIS,01/07/20,Palakkad,166.1891749,253.4177921
MODIS,01/12/22,Kadapa,37.25426984,60.69662333
SMAP,01/07/21,Chitradurga,12.99974084,4.567025661
Sentinel-2,01/09/20,Ramanathapuram,95.43148994,192.7371151
Landsat,01/06/19,Vijayapura,19.22088623,16.53317022
SMAP,01/09/22,Kurnool,178.6685297,254.5144026
Landsat,01/04/19,Idukki,45.89356089,85.66819763
Landsat,01/05/24,Koppal,13.54622078,4.713387489
Landsat,01/09/24,Kadapa,29.32405019,41.05702591
MODIS,01/02/24,Kurnool,28.02592897,37.84679842
SMAP,01/09/20,Ramanathapuram,95.43148994,192.7371151
Sentinel-2,01/12/22,Koppal,127.9149039,254.9856596
SMAP,01/11/24,Vijayapura,35.11913919,55.52367687
AMSR-E,01/02/19,Palakkad,79.49200988,162.3185532
AMSR-E,01/11/19,Dharmapuri,31.1293354,45.37412214
Landsat,01/03/20,Idukki,59.83946705,120.0218806
MODIS,01/03/22,Idukki,3.857799053,0.084993839
Landsat,01/12/19,Kurnool,20.48272204,18.87391925
MODIS,01/06/22,Vijayapura,47.2019136,93.6233387
SMAP,01/06/24,Chitradurga,69.27594948,140.8622489
AMSR-E,01/07/23,Koppal,26.10693121,32.55912566
AMSR-E,01/02/20,Kurnool,99.10031796,207.0792766
MODIS,01/03/22,Anantapur,96.2542603,196.3713233
Landsat,01/03/20,Vijayapura,90.28766179,190.9700823
AMSR-E,01/09/24,Koppal,61.1503408,120.7530689
AMSR-E,01/08/19,Idukki,150.0750909,252.2461748
MODIS,01/08/23,Vijayapura,50.40686941,93.66899371
AMSR-E,01/05/24,Kadapa,103.1818304,214.2312174
MODIS,01/11/24,Sivaganga,53.03258705,100.3330355
SMAP,01/07/21,Mahbubnagar,48.7118423,89.15389156
Landsat,01/06/23,Chitradurga,33.72411609,52.02759743
Sentinel-2,01/02/21,Anantapur,17.16183424,11.25211048
Sentinel-2,01/04/21,Dharmapuri,106.4402332,215.872216
SMAP,01/04/22,Kurnool,108.7683811,239.4866486
SMAP,01/06/23,Ramanathapuram,68.68878055,139.0624335
Landsat,01/02/24,Dharmapuri,21.80237436,22.21076822
Landsat,01/11/20,Sivaganga,43.33391786,76.12649035
Sentinel-2,01/10/19,Sivaganga,38.71294665,64.42221045
AMSR-E,01/01/19,Sivaganga,130.1804168,254.98579
Landsat,01/02/23,Kurnool,36.65605617,59.43438196
Sentinel-2,01/09/23,Mahbubnagar,7.994212389,0.715306282
AMSR-E,01/03/22,Palakkad,13.05498838,3.683761835
AMSR-E,01/02/23,Chitradurga,70.34905958,141.7549629
SMAP,01/03/19,Kurnool,65.43283582,131.2289248
MODIS,01/05/20,Chitradurga,90.26177025,186.9636858
AMSR-E,01/02/21,Ramanathapuram,18.71419835,14.29598379
Landsat,01/07/23,Kadapa,67.80621719,135.3165114
SMAP,01/10/20,Dharmapuri,18.72954106,14.77094007
MODIS,01/07/21,Kadapa,156.6772013,242.5311911
SMAP,01/12/20,Sivaganga,183.3503375,254.9848008
AMSR-E,01/03/24,Anantapur,9.742544174,0.856056213
Sentinel-2,01/12/24,Anantapur,131.4264822,254.9765921
Sentinel-2,01/06/23,Raichur,1.480649948,0.464887142
SMAP,01/06/24,Mahbubnagar,25.70079446,33.38714695
Sentinel-2,01/07/23,Palakkad,39.73173332,67.09305716
Sentinel-2,01/07/21,Koppal,46.62516665,83.17868471
MODIS,01/01/21,Sivaganga,121.4749663,254.7939041
MODIS,01/12/21,Dharmapuri,67.81359029,137.1720078
Sentinel-2,01/06/23,Ramanathapuram,68.68878055,139.0624335
AMSR-E,01/10/20,Palakkad,64.58643866,129.1483004
AMSR-E,01/12/20,Koppal,41.71092105,72.05892444
Landsat,01/06/20,Ramanathapuram,13.18624949,2.653185844
Sentinel-2,01/08/23,Idukki,8.71807766,1.601002455
Sentinel-2,01/03/23,Mahbubnagar,81.83251595,168.5690529
SMAP,01/03/19,Dharmapuri,80.17262268,164.4962664
AMSR-E,01/04/21,Palakkad,50.32859468,93.51542425
AMSR-E,01/08/23,Chitradurga,116.7226377,250.9181061
SMAP,01/08/20,Kadapa,52.73174405,99.47408557
SMAP,01/06/20,Raichur,34.6672523,54.29861975
SMAP,01/04/20,Koppal,24.16562533,28.22316599
Landsat,01/09/24,Sivaganga,33.02340817,50.35882354
Sentinel-2,01/07/24,Raichur,26.98080468,35.3277719
MODIS,01/04/21,Dharmapuri,106.4402332,215.872216
MODIS,01/09/20,Sivaganga,58.66476965,114.4340744
SMAP,01/02/24,Idukki,35.14060187,66.61716104
SMAP,01/03/19,Koppal,15.72768974,9.357770205
Sentinel-2,01/08/23,Vijayapura,50.40686941,93.66899371
AMSR-E,01/03/24,Vijayapura,103.3173811,217.8742261
Landsat,01/01/23,Dharmapuri,61.72551823,121.4449525
AMSR-E,01/09/20,Palakkad,216.058964,254.9751697
AMSR-E,01/12/20,Mahbubnagar,80.9309485,168.5129657
Landsat,01/03/24,Kurnool,48.59879231,89.22200894
Sentinel-2,01/04/21,Kurnool,8.320924044,0.088487864
SMAP,01/06/20,Dharmapuri,36.63757491,59.29898477
SMAP,01/04/21,Anantapur,70.09408307,142.1900213
Sentinel-2,01/05/24,Palakkad,18.18197966,13.63108063
SMAP,01/08/19,Anantapur,53.53533864,101.4649827
MODIS,01/10/19,Ramanathapuram,131.2984393,243.8314912
MODIS,01/04/23,Idukki,23.30633664,25.99464679
Landsat,01/04/21,Idukki,33.5473094,51.61882424
Sentinel-2,01/12/21,Dharmapuri,67.81359029,137.1720078
Landsat,01/07/21,Anantapur,96.79352927,207.0784941
AMSR-E,01/05/20,Sivaganga,44.66861033,79.34226871
MODIS,01/07/19,Kadapa,51.21547413,94.79850817
SMAP,01/11/23,Koppal,27.7383492,56.3277874
AMSR-E,01/07/19,Dharmapuri,52.89287782,98.32330871
SMAP,01/12/24,Kurnool,89.80073357,191.5788765
MODIS,01/10/22,Vijayapura,78.75386977,164.1547065
SMAP,01/08/21,Dharmapuri,34.08878517,52.90810037
AMSR-E,01/08/23,Mahbubnagar,97.63313246,209.3815174
AMSR-E,01/08/21,Idukki,159.1397738,254.8845139
SMAP,01/07/24,Vijayapura,79.51264024,165.1533506
Sentinel-2,01/03/23,Chitradurga,8.635423422,0.627804756
MODIS,01/03/23,Kurnool,84.50428128,175.899545
AMSR-E,01/11/23,Ramanathapuram,11.98858523,3.694566727
Sentinel-2,01/02/24,Ramanathapuram,4.244573832,1.219682932
Landsat,01/10/19,Vijayapura,13.84845233,12.34488153
Landsat,01/09/23,Ramanathapuram,9.896576405,19.8862946
Sentinel-2,01/12/19,Palakkad,129.6886315,254.9965997
AMSR-E,01/02/20,Dharmapuri,89.27406931,190.656491
Landsat,01/05/22,Sivaganga,30.95940304,45.22018051
SMAP,01/02/24,Ramanathapuram,4.244573832,1.219682932
AMSR-E,01/07/19,Raichur,71.97342253,147.6309311
AMSR-E,01/07/23,Anantapur,60.97525096,117.5015559
Sentinel-2,01/08/23,Sivaganga,35.18678188,55.65948987
Sentinel-2,01/06/22,Vijayapura,47.2019136,93.6233387
Sentinel-2,01/09/21,Kurnool,81.38267684,171.0462651
MODIS,01/11/20,Idukki,68.48562098,137.6902058
Landsat,01/11/22,Idukki,128.5011377,254.9969823
Sentinel-2,01/06/24,Idukki,107.959492,236.5771792
Sentinel-2,01/07/19,Koppal,66.65891862,133.711437
SMAP,01/06/22,Sivaganga,33.2856319,50.97295475
SMAP,01/11/21,Raichur,26.13477731,33.31164885
SMAP,01/12/23,Vijayapura,7.776858807,0.187409639
AMSR-E,01/12/20,Chitradurga,101.9846206,216.269984
Landsat,01/03/24,Vijayapura,103.3173811,217.8742261
Sentinel-2,01/05/21,Vijayapura,85.56888556,177.7449558
Sentinel-2,01/01/20,Idukki,16.24143529,9.598294973
AMSR-E,01/01/23,Dharmapuri,61.72551823,121.4449525
MODIS,01/06/20,Raichur,34.6672523,54.29861975
Sentinel-2,01/06/23,Palakkad,27.39414525,36.40559006
Landsat,01/12/21,Ramanathapuram,18.01704097,12.48359799
AMSR-E,01/01/24,Mahbubnagar,53.58620524,101.5584953
MODIS,01/08/19,Sivaganga,108.5715008,216.5942981
Sentinel-2,01/11/22,Mahbubnagar,14.74886227,7.697555542
MODIS,01/09/23,Dharmapuri,56.89394498,107.2451973
SMAP,01/01/23,Kadapa,68.69736218,139.0819817
AMSR-E,01/11/20,Palakkad,22.38406539,23.75789952
SMAP,01/11/20,Vijayapura,47.51271677,95.71552444
MODIS,01/04/21,Sivaganga,46.09083056,82.91960335
AMSR-E,01/06/24,Raichur,18.73137999,15.68811965
Sentinel-2,01/07/24,Koppal,60.3021462,117.8166351
Sentinel-2,01/06/19,Idukki,17.27688456,17.33532476
MODIS,01/10/20,Koppal,27.29061174,35.61714268
Landsat,01/10/22,Koppal,44.35794687,78.63040066
Landsat,01/05/24,Mahbubnagar,78.9576695,164.3072691
AMSR-E,01/06/24,Anantapur,24.60364819,29.36244082
Sentinel-2,01/09/24,Sivaganga,33.02340817,50.35882354
Landsat,01/08/22,Kurnool,128.167717,254.9877818
MODIS,01/07/24,Kadapa,11.33082962,1.725530624
SMAP,01/09/20,Anantapur,11.91640329,3.517219305
SMAP,01/10/23,Idukki,159.6972821,254.809335
AMSR-E,01/05/21,Kurnool,28.0339756,37.78228998
AMSR-E,01/04/19,Sivaganga,12.06472254,3.23026228
Landsat,01/05/24,Ramanathapuram,62.04261613,122.7080932
Sentinel-2,01/10/20,Kadapa,87.53351903,185.1983471
MODIS,01/07/22,Mahbubnagar,110.4835446,233.3846161
SMAP,01/10/19,Chitradurga,67.57702899,135.6779675
AMSR-E,01/08/21,Sivaganga,59.06519532,115.3465509
Sentinel-2,01/07/21,Anantapur,96.79352927,207.0784941
SMAP,01/05/23,Chitradurga,65.9657855,130.364188
AMSR-E,01/02/22,Palakkad,77.14154768,159.9419415
AMSR-E,01/05/21,Kadapa,89.21804643,187.0395293
MODIS,01/03/24,Ramanathapuram,26.66692472,34.09194326
Landsat,01/04/21,Mahbubnagar,59.04460478,115.1955311
AMSR-E,01/09/21,Koppal,44.3511579,78.63745451
Landsat,01/12/23,Kurnool,51.98891163,97.10336852
SMAP,01/01/20,Ramanathapuram,130.4912474,254.9958384
AMSR-E,01/03/19,Palakkad,100.2160556,204.3156569
Landsat,01/05/24,Chitradurga,18.07836318,14.05407739
MODIS,01/12/24,Kurnool,89.80073357,191.5788765
MODIS,01/06/22,Anantapur,24.43438268,28.74650526
SMAP,01/05/23,Dharmapuri,66.94846249,134.5668986
Landsat,01/05/22,Kurnool,107.1321001,223.1388338
Sentinel-2,01/11/22,Chitradurga,9.463890791,0.849059343
SMAP,01/03/23,Kurnool,84.50428128,175.899545
AMSR-E,01/05/22,Ramanathapuram,38.28434372,64.31144929
Landsat,01/07/19,Dharmapuri,52.89287782,98.32330871
AMSR-E,01/01/22,Idukki,128.0091546,254.987812
AMSR-E,01/12/20,Kurnool,38.94117975,65.05671382
Sentinel-2,01/11/19,Ramanathapuram,20.17217922,18.25426626
AMSR-E,01/01/24,Chitradurga,64.56348848,128.0210693
Sentinel-2,01/11/22,Dharmapuri,19.17858624,17.83075237
Landsat,01/09/21,Kadapa,77.282655,160.6981552
MODIS,01/09/23,Kadapa,37.06873941,60.29557109
MODIS,01/05/23,Koppal,11.83581901,2.776955128
Landsat,01/02/19,Kurnool,58.6049087,114.3257627
Landsat,01/05/21,Koppal,35.23238397,72.88980842
Sentinel-2,01/05/22,Sivaganga,30.95940304,45.22018051
SMAP,01/11/19,Ramanathapuram,20.17217922,18.25426626
SMAP,01/10/24,Dharmapuri,56.29355431,106.0708036
SMAP,01/05/20,Idukki,36.10154438,58.00687861
Landsat,01/08/23,Sivaganga,35.18678188,55.65948987
Landsat,01/04/21,Chitradurga,64.34557056,127.8454995
SMAP,01/05/23,Mahbubnagar,17.61436629,12.21519923
Sentinel-2,01/05/23,Kadapa,22.47284603,23.88808489
Sentinel-2,01/09/23,Koppal,48.59092879,89.17242432
Sentinel-2,01/06/19,Raichur,81.08669281,170.4545286
Landsat,01/02/20,Dharmapuri,89.27406931,190.656491
MODIS,01/07/22,Chitradurga,60.55914903,116.2523003
SMAP,01/10/19,Mahbubnagar,47.81210876,87.11730218
MODIS,01/06/20,Palakkad,49.70097041,92.01550126
MODIS,01/11/21,Raichur,26.13477731,33.31164885
SMAP,01/03/24,Koppal,117.5218194,220.5142224
SMAP,01/02/19,Idukki,44.97972465,88.80123329
AMSR-E,01/08/21,Kurnool,95.62704062,206.2700102
Sentinel-2,01/01/20,Ramanathapuram,130.4912474,254.9958384
MODIS,01/07/22,Dharmapuri,140.9960871,250.6913588
Sentinel-2,01/01/22,Raichur,21.14704466,20.48890591
AMSR-E,01/10/22,Kadapa,54.11955309,102.9012709
AMSR-E,01/10/19,Vijayapura,13.84845233,12.34488153
MODIS,01/03/24,Palakkad,72.28708196,146.8569443
MODIS,01/12/21,Palakkad,134.8962946,243.0574484
SMAP,01/03/22,Sivaganga,130.8836448,254.9936206
Sentinel-2,01/06/21,Idukki,16.06893635,8.636265278
MODIS,01/11/22,Dharmapuri,19.17858624,17.83075237
AMSR-E,01/06/19,Vijayapura,19.22088623,16.53317022
Landsat,01/07/20,Raichur,1.72841835,2.395029545
Landsat,01/01/23,Ramanathapuram,9.663734198,2.182288408
SMAP,01/06/22,Kadapa,82.45916581,172.0019796
AMSR-E,01/10/22,Mahbubnagar,134.1565995,240.2383354
SMAP,01/01/21,Raichur,0.796085119,0.058611155
AMSR-E,01/10/22,Raichur,57.94348884,112.2866137
MODIS,01/09/22,Kurnool,178.6685297,254.5144026
AMSR-E,01/02/23,Anantapur,8.679071426,0.454025984
SMAP,01/06/24,Dharmapuri,47.05236316,85.36507726
SMAP,01/09/21,Vijayapura,45.62215972,81.65841269
MODIS,01/07/23,Ramanathapuram,10.18423152,0.886176586
SMAP,01/02/24,Kurnool,28.02592897,37.84679842
Sentinel-2,01/07/22,Dharmapuri,140.9960871,250.6913588
MODIS,01/01/23,Palakkad,34.20009947,53.15010309
AMSR-E,01/03/20,Vijayapura,90.28766179,190.9700823
Sentinel-2,01/01/21,Mahbubnagar,64.42699575,128.8877845
Landsat,01/11/19,Dharmapuri,31.1293354,45.37412214
AMSR-E,01/08/24,Idukki,158.9461474,253.3507733
AMSR-E,01/09/19,Koppal,12.41378331,5.906928539
AMSR-E,01/05/19,Kadapa,18.06794739,13.9663341
MODIS,01/10/23,Sivaganga,51.20203137,95.07525396
AMSR-E,01/02/20,Kadapa,7.741117716,0.211652279
Sentinel-2,01/03/20,Kurnool,19.22157502,16.76088071
Landsat,01/02/21,Anantapur,17.16183424,11.25211048
SMAP,01/12/22,Ramanathapuram,26.81740069,34.51991415
Sentinel-2,01/11/20,Sivaganga,43.33391786,76.12649035
MODIS,01/04/22,Kurnool,108.7683811,239.4866486
Landsat,01/05/19,Koppal,10.39867926,1.273719072
Landsat,01/04/24,Idukki,32.18880701,48.01218605
SMAP,01/02/19,Vijayapura,43.84557366,92.26718044
Landsat,01/09/19,Kadapa,39.17435193,65.55086422
SMAP,01/01/21,Anantapur,11.71294069,1.8035748
AMSR-E,01/10/22,Chitradurga,53.56022286,99.70134163
AMSR-E,01/02/24,Dharmapuri,21.80237436,22.21076822
MODIS,01/03/19,Kurnool,65.43283582,131.2289248
Sentinel-2,01/09/23,Dharmapuri,56.89394498,107.2451973
AMSR-E,01/06/23,Idukki,29.6745553,41.72048879
Sentinel-2,01/01/20,Palakkad,101.6370525,206.7253225
MODIS,01/05/21,Vijayapura,85.56888556,177.7449558
Landsat,01/10/19,Sivaganga,38.71294665,64.42221045
Sentinel-2,01/04/24,Palakkad,18.3391881,15.88687992
Landsat,01/02/20,Koppal,76.57939053,158.3070469
MODIS,01/02/22,Koppal,102.9462235,213.8490944
MODIS,01/12/20,Anantapur,10.16026354,1.255560875
SMAP,01/02/21,Idukki,37.8211627,74.54445457
AMSR-E,01/05/21,Palakkad,46.54397035,83.82808042
AMSR-E,01/07/23,Raichur,20.24017715,18.50825572
Landsat,01/12/24,Anantapur,131.4264822,254.9765921
SMAP,01/07/20,Vijayapura,13.41232204,12.15857124
Sentinel-2,01/02/22,Kadapa,79.00554562,165.2357898
AMSR-E,01/08/20,Palakkad,99.5186789,214.1133487
Sentinel-2,01/12/22,Ramanathapuram,26.81740069,34.51991415
Sentinel-2,01/12/22,Palakkad,67.19299102,135.5458815
AMSR-E,01/06/19,Ramanathapuram,14.52608633,30.31433296
Sentinel-2,01/01/21,Chitradurga,144.6415615,254.9971855
SMAP,01/11/24,Anantapur,15.63372159,9.442385674
MODIS,01/08/20,Ramanathapuram,3.621850729,0.088856936
Landsat,01/10/21,Raichur,0.403470516,0.202511311
MODIS,01/02/20,Mahbubnagar,67.74155998,135.9117198
Landsat,01/07/21,Ramanathapuram,50.18460584,92.30424333
Landsat,01/07/22,Dharmapuri,140.9960871,250.6913588
AMSR-E,01/05/23,Mahbubnagar,17.61436629,12.21519923
Landsat,01/02/23,Kadapa,8.055768728,0.235598803
MODIS,01/02/21,Kadapa,5.854151487,0.033978939
